fichier,nom_court,variable,type,valeurs_manquantes,valeurs_infinies,valeurs_zero,mediane,valeurs_uniques
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd IAT Mean,float64,0,0,31545,10329.33333,95095
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd IAT Std,float64,0,0,61870,12734.99313,91184
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd IAT Max,int64,0,0,31545,23028.0,77978
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd IAT Min,int64,0,0,35704,4.0,8820
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd IAT Total,int64,0,0,72777,41101.0,101942
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd IAT Mean,float64,0,0,72777,10009.4,117311
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd IAT Std,float64,0,0,101977,14703.71894,113859
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd IAT Max,int64,0,0,72777,33365.0,101379
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd IAT Min,int64,0,0,75080,3.0,3787
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd PSH Flags,int64,0,0,218245,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd PSH Flags,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd URG Flags,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd URG Flags,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd Header Length,int64,0,0,54,72.0,714
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd Header Length,int64,0,0,55793,92.0,806
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd Packets/s,float64,0,0,36,2.315615274,192230
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd Packets/s,float64,0,0,55804,1.483289997,144444
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Min Packet Length,int64,0,0,120861,0.0,109
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Max Packet Length,int64,0,0,5030,513.0,2352
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Packet Length Mean,float64,0,0,5030,110.3333333,11680
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Packet Length Std,float64,0,0,75239,154.0308116,13502
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Packet Length Variance,float64,0,0,75239,23725.49091,13502
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,FIN Flag Count,int64,0,0,225142,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,SYN Flag Count,int64,0,0,218245,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,RST Flag Count,int64,0,0,225718,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,PSH Flag Count,int64,0,0,146472,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,ACK Flag Count,int64,0,0,111865,1.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,URG Flag Count,int64,0,0,193971,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,CWE Flag Count,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,ECE Flag Count,int64,0,0,225718,0.0,2
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Down/Up Ratio,int64,0,0,97309,1.0,8
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Average Packet Size,float64,0,0,5030,141.0,11270
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Avg Fwd Segment Size,float64,0,0,5422,8.666666667,7401
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Avg Bwd Segment Size,float64,0,0,59683,92.0,8655
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd Header Length.1,int64,0,0,54,72.0,714
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd Avg Bytes/Bulk,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd Avg Packets/Bulk,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Fwd Avg Bulk Rate,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd Avg Bytes/Bulk,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd Avg Packets/Bulk,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Bwd Avg Bulk Rate,int64,0,0,225745,0.0,1
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Subflow Fwd Packets,int64,0,0,0,3.0,297
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Subflow Fwd Bytes,int64,0,0,5422,30.0,3831
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Subflow Bwd Packets,int64,0,0,55793,4.0,367
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Subflow Bwd Bytes,int64,0,0,59683,164.0,6760
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Init_Win_bytes_forward,int64,0,0,587,256.0,1804
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Init_Win_bytes_backward,int64,0,0,18588,126.0,1922
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,act_data_pkt_fwd,int64,0,0,34640,2.0,234
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,min_seg_size_forward,int64,0,0,54,20.0,8
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Active Mean,float64,0,0,145540,0.0,40409
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Active Std,float64,0,0,220059,0.0,5669
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Active Max,int64,0,0,145540,0.0,40313
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Active Min,int64,0,0,145540,0.0,38393
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Idle Mean,float64,0,0,145481,0.0,35285
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Idle Std,float64,0,0,203206,0.0,5857
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Idle Max,int64,0,0,145481,0.0,33002
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Idle Min,int64,0,0,145481,0.0,48018
Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,Fri-DDoS,Label,object,0,0,0,,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Destination Port,int64,0,0,101,1110.0,14495
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow Duration,int64,0,0,371,65.0,64077
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Total Fwd Packets,int64,0,0,0,1.0,384
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Total Backward Packets,int64,0,0,17431,1.0,486
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Total Length of Fwd Packets,int64,0,0,91790,2.0,5326
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Total Length of Bwd Packets,int64,0,0,27908,6.0,11163
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Packet Length Max,int64,0,0,91790,2.0,2569
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Packet Length Min,int64,0,0,124697,2.0,123
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Packet Length Mean,float64,0,0,91790,2.0,12922
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Packet Length Std,float64,0,0,245569,0.0,18232
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Packet Length Max,int64,0,0,27908,6.0,2718
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Packet Length Min,int64,0,0,53864,6.0,352
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Packet Length Mean,float64,0,0,27908,6.0,15876
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Packet Length Std,float64,0,0,256019,0.0,18464
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow Bytes/s,float64,15,356,10968,125000.0,87365
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow Packets/s,float64,0,371,0,30769.23077,68847
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow IAT Mean,float64,0,0,371,61.0,68084
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow IAT Std,float64,0,0,200702,0.0,59167
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow IAT Max,int64,0,0,371,65.0,47508
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Flow IAT Min,int64,0,0,2849,44.0,17089
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd IAT Total,int64,0,0,188364,0.0,28461
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd IAT Mean,float64,0,0,188364,0.0,43958
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd IAT Std,float64,0,0,242092,0.0,38411
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd IAT Max,int64,0,0,188364,0.0,28906
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd IAT Min,int64,0,0,188807,0.0,12666
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd IAT Total,int64,0,0,211896,0.0,16441
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd IAT Mean,float64,0,0,211896,0.0,31064
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd IAT Std,float64,0,0,255763,0.0,28246
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd IAT Max,int64,0,0,211896,0.0,16691
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd IAT Min,int64,0,0,212305,0.0,6312
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd PSH Flags,int64,0,0,280453,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd PSH Flags,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd URG Flags,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd URG Flags,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Header Length,int64,0,0,101,40.0,965
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Header Length,int64,0,0,17440,20.0,1079
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Packets/s,float64,0,0,407,15625.0,68264
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Packets/s,float64,0,0,17785,14084.50704,63349
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Min Packet Length,int64,0,0,125667,2.0,107
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Max Packet Length,int64,0,0,10983,6.0,3226
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Packet Length Mean,float64,0,0,10983,3.333333333,20635
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Packet Length Std,float64,0,0,29768,3.464101615,24733
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Packet Length Variance,float64,0,0,29768,12.0,24733
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,FIN Flag Count,int64,0,0,283977,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,SYN Flag Count,int64,0,0,280453,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,RST Flag Count,int64,0,0,286446,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,PSH Flag Count,int64,0,0,97200,1.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,ACK Flag Count,int64,0,0,250912,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,URG Flag Count,int64,0,0,273670,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,CWE Flag Count,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,ECE Flag Count,int64,0,0,286446,0.0,2
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Down/Up Ratio,int64,0,0,45097,1.0,10
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Average Packet Size,float64,0,0,10983,5.0,20058
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Avg Fwd Segment Size,float64,0,0,91790,2.0,12922
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Avg Bwd Segment Size,float64,0,0,27908,6.0,15876
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Header Length.1,int64,0,0,101,40.0,965
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Avg Bytes/Bulk,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Avg Packets/Bulk,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Fwd Avg Bulk Rate,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Avg Bytes/Bulk,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Avg Packets/Bulk,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Bwd Avg Bulk Rate,int64,0,0,286467,0.0,1
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Subflow Fwd Packets,int64,0,0,0,1.0,384
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Subflow Fwd Bytes,int64,0,0,91790,2.0,5326
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Subflow Bwd Packets,int64,0,0,17431,1.0,486
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Subflow Bwd Bytes,int64,0,0,27908,6.0,11163
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Init_Win_bytes_forward,int64,0,0,2477,1024.0,2926
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Init_Win_bytes_backward,int64,0,0,161119,0.0,3054
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,act_data_pkt_fwd,int64,0,0,195849,0.0,329
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,min_seg_size_forward,int64,0,0,101,24.0,11
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Active Mean,float64,0,0,265141,0.0,20723
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Active Std,float64,0,0,272909,0.0,13515
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Active Max,int64,0,0,265141,0.0,20484
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Active Min,int64,0,0,265141,0.0,16107
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Idle Mean,float64,0,0,265112,0.0,11147
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Idle Std,float64,0,0,272878,0.0,13350
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Idle Max,int64,0,0,265112,0.0,6300
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Idle Min,int64,0,0,265112,0.0,13008
Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,Fri-PortScan,Label,object,0,0,0,,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Destination Port,int64,0,0,152,80.0,16089
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow Duration,int64,0,0,122,31121.0,91470
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Total Fwd Packets,int64,0,0,0,2.0,505
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Total Backward Packets,int64,0,0,23912,2.0,617
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Total Length of Fwd Packets,int64,0,0,17239,70.0,6244
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Total Length of Bwd Packets,int64,0,0,38435,152.0,13872
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Packet Length Max,int64,0,0,17239,42.0,2699
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Packet Length Min,int64,0,0,64102,23.0,174
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Packet Length Mean,float64,0,0,17239,38.11235955,16555
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Packet Length Std,float64,0,0,131683,0.0,25374
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Packet Length Max,int64,0,0,38435,97.0,3030
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Packet Length Min,int64,0,0,76050,43.0,392
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Packet Length Mean,float64,0,0,38435,89.0,21029
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Packet Length Std,float64,0,0,146386,0.0,25575
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow Bytes/s,float64,28,94,16095,5712.358927,128028
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow Packets/s,float64,0,122,0,98.12579727,98158
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow IAT Mean,float64,0,0,122,13610.0,95844
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow IAT Std,float64,0,0,62604,121.5414881,83790
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow IAT Max,int64,0,0,122,30797.0,65965
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Flow IAT Min,int64,0,0,4350,4.0,24945
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd IAT Total,int64,0,0,46404,4.0,39259
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd IAT Mean,float64,0,0,46404,4.0,60591
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd IAT Std,float64,0,0,130725,0.0,52051
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd IAT Max,int64,0,0,46404,4.0,39674
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd IAT Min,int64,0,0,47265,3.0,16711
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd IAT Total,int64,0,0,77481,3.0,24438
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd IAT Mean,float64,0,0,77481,3.0,44083
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd IAT Std,float64,0,0,147122,0.0,40230
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd IAT Max,int64,0,0,77481,3.0,24941
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd IAT Min,int64,0,0,78180,3.0,8343
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd PSH Flags,int64,0,0,181297,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd PSH Flags,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd URG Flags,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd URG Flags,int64,0,0,191033,0.0,1
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Header Length,int64,0,0,172,64.0,1213
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Header Length,int64,0,0,23932,40.0,1340
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Fwd Packets/s,float64,0,0,131,56.84159668,97351
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Bwd Packets/s,float64,0,0,23981,28.03790725,90733
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Min Packet Length,int64,0,0,65064,23.0,140
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Max Packet Length,int64,0,0,16123,100.0,3501
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Packet Length Mean,float64,0,0,16123,62.15384615,27316
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Packet Length Std,float64,0,0,44519,31.22018578,34634
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,Packet Length Variance,float64,0,0,44519,974.7,34633
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,FIN Flag Count,int64,0,0,188559,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,SYN Flag Count,int64,0,0,181297,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,RST Flag Count,int64,0,0,190985,0.0,2
Friday-WorkingHours-Morning.pcap_ISCX.csv,Fri-Morning,PSH Flag Count,int64,0,0,147731,0.0,2
