, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
Bwd Packet Length Max,-0.22208226899781805,0.7020655336248911,0.01538543356602681,0.01498046309887583,0.028247420397949707,0.015137205554389958,0.17131791512255704,-0.17358681068329795,0.04653763271374051,0.19343498821500357,1.0,-0.30050741201833625,0.961033523992266,0.9877801995388003,-0.03591885368694994,-0.1958703862636552,0.3898773709210558,0.717965002739476,0.7763206175974321,-0.03839692998762449,0.6995982567784371,0.4239592161556048,0.7881348043868915,0.7754602246462966,-0.07044463190664965,0.2824942418237516,0.1146234992938938,0.37427498656817126,0.3520705675342706,-0.06857726034842912,-0.1278652585509314,,,,0.017311525772733528,0.016854252222359343,-0.1895157482688834,-0.08128671805574561,-0.2946814220717279,0.9813859902384738,0.9093623187863695,0.9723236608993883,0.9280955592014194,0.35627563526406875,-0.1278652585509314,0.0006139135742511826,0.08340486152981552,0.0692710807841989,-0.16739979647832706,,0.000562956930000981,-0.04987299548184711,0.9017187884634507,0.04653763271374051,0.9610335239922608,0.017311525772733528,,,,,,,0.015385433566026806,0.028247420397949714,0.014980463098875829,0.015137141230011152,0.048820709112794264,-0.08051593555625232,0.012761904688322457,-0.05507247786618604,-0.028055186725357922,-0.016648216638080224,-0.0215112040188704,-0.021337530586040154,0.7804699904671979,0.06306292032544858,0.7771544166238616,0.7762400789177625
 Bwd Packet Length Min,-0.17271457422497402,-0.3123415395797065,-0.004954999703740494,-0.004114350638934762,-0.036622831914888195,-0.0035663923513298674,-0.15759069558985542,0.33635805810332847,-0.03665526764973128,-0.18731001650825105,-0.30050741201833625,1.0,-0.25806082577953104,-0.31309129540106156,-0.020014202036481576,-0.15028540826041895,-0.17526382868403692,-0.2557172819470276,-0.2823743664663553,-0.02785614647910247,-0.3098543531900984,-0.16078391795321825,-0.28447849109811457,-0.28142064312173065,0.027522225278199374,-0.18058059854929584,-0.04899248087888719,-0.1585572573225037,-0.14451016486862892,0.042391628991349836,-0.06734876852666818,,,,-0.005958605220793911,-0.004985948514327401,-0.15056558981990648,-0.009025036080125573,0.6154773519620648,-0.31017175867693486,-0.26610428671559605,-0.3072598543869876,-0.2623657663414463,-0.16492849716738914,-0.06734876852666818,-0.009629547294502409,-0.2560857308846879,-0.41552310303680845,-0.1291336857613245,,-0.009642825856814809,0.34872459695414304,-0.24626832780595206,-0.03665526764973129,-0.25806082577953343,-0.005958605220793911,,,,,,,-0.004954999703740492,-0.0366228319148882,-0.004114350638934761,-0.003566470971080154,-0.2290552615626387,-0.09748313640728011,-0.003454504182062782,0.007502246738221723,-0.06364505082624335,-0.04905301548029802,-0.07234899389200479,-0.050587057891750345,-0.27591874921495635,-0.04533081649489548,-0.27797228360860754,-0.2719667849473309
 Bwd Packet Length Mean,-0.24190750608466685,0.698286683152823,0.014699064780455922,0.014470650161694588,0.02309534618120728,0.014553415210261347,0.15782729935480144,-0.1618575856406805,0.038494520923622495,0.18063792715538102,0.961033523992266,-0.25806082577953104,1.0,0.9537189654218192,-0.03853520532223218,-0.21266431774737424,0.3881807277504294,0.7277626730798931,0.7920052887455984,-0.04159834073988212,0.6960675321189981,0.42191145926708123,0.7972925796647661,0.7910365588409173,-0.07126032939925306,0.21605941837508066,0.07907976506146229,0.3122132556948941,0.29537861497526,-0.0683903561650343,-0.1368723629411628,,,,0.016762159910005233,0.016469924062866802,-0.20604094245887994,-0.08523391482646077,-0.27319075070195253,0.9402653595466487,0.9468392568245608,0.9562524234975167,0.8683478495838322,0.31074280880053023,-0.1368723629411628,0.000715805577152138,0.07258319984927153,0.08069114163039395,-0.18140619057035395,,0.0006606142847437369,-0.03412535109812063,0.9389869404766739,0.0384945209236225,1.0000000000000004,0.016762159910005233,,,,,,,0.014699064780455925,0.02309534618120728,0.014470650161694588,0.014553572884837943,0.040160324077868306,-0.0908652901980964,0.011892044582067659,-0.03808425019948264,-0.03305705495901393,-0.022708548163334716,-0.02928220244356346,-0.024514140182947983,0.7963685280056326,0.06059323392326329,0.7925980570049669,0.7924950194233548
 Bwd Packet Length Std,-0.20978888530862172,0.6722399386099361,0.003677054763796713,0.0031849186649632773,0.01149244223968839,0.003648021796092037,0.15959156196583635,-0.17441832091309267,0.04449011098025993,0.18834540336206207,0.9877801995388003,-0.31309129540106156,0.9537189654218192,1.0,-0.034031239293050436,-0.18507508066955053,0.38711047088978756,0.7073148274645779,0.7599511045309324,-0.036321452601823845,0.6697738418816899,0.4152634696624451,0.7720891986392453,0.7591950406858471,-0.06764419752667813,0.2433624369441678,0.10793030344116815,0.35320942626844254,0.326525153291308,-0.06603226088434802,-0.12261290566452399,,,,0.0051651312683897565,0.0045903376527370796,-0.1789632339900511,-0.07800248896220152,-0.29822770031646534,0.9696871286580526,0.887934235304423,0.9720948385734242,0.950230091633321,0.3394324610725346,-0.12261290566452399,0.0003833106201565364,0.07530484651369147,0.08990531964270593,-0.1574389956428546,,0.0003354733689610485,-0.07921593809108105,0.88220662073104,0.04449011098025992,0.9537189654218055,0.0051651312683897565,,,,,,,0.003677054763796713,0.011492442239688393,0.0031849186649632794,0.0036483921025937355,0.04479092979569919,-0.07757931133793947,0.0017961821171873728,-0.045131966451205,-0.03679659273678766,-0.027175869207169086,-0.03596499937608259,-0.02728261088394098,0.7639353670146241,0.061682221843914455,0.7607208160747374,0.7599354517105167
Flow Bytes/s,0.0882343958012736,-0.038274539811493084,0.0002327589448112716,0.0001827809615354691,0.0053030848536714924,0.00036495126930072747,0.062309247113652884,0.22755280853291465,0.17928309283169086,0.09868618327840205,-0.03591885368694994,-0.020014202036481576,-0.03853520532223218,-0.034031239293050436,1.0,0.17788536936532767,-0.026146736462927717,-0.03404553363732469,-0.03486176823889813,-0.0035399293323688,-0.037919765560879115,-0.026853600669234704,-0.03293658746844431,-0.034679534126619914,-0.006795432287933543,-0.024286569311657707,-0.016128490459599753,-0.019176765059795202,-0.020786510783553855,-0.006682214809965165,0.2067144623874523,,,,0.00012970420461855752,5.9403892213800135e-05,0.17122709132100886,0.08548487150348612,0.006658677329683422,-0.017784292966164725,0.05034898179633738,-0.0008910335359205856,-0.01202061123388545,-0.015122047716705306,0.2067144623874523,-0.0010671749973737662,-0.027467264394913194,0.0464534746222528,-0.013336604160761394,,-0.0010694840851832722,-0.03435848143576857,0.08490924201404298,0.17928309283169083,-0.03853520532223239,0.00012970420461855752,,,,,,,0.00023275894481127174,0.0053030848536714924,0.00018278096153546923,0.00036500292367340535,-0.010194798001587605,-0.01068354969957501,0.0003734431495593222,-0.0005861600283231089,-0.007689117177590701,-0.005865694367816858,-0.008684725526231141,-0.006094814965660172,-0.03390960914117515,-0.006177209233197199,-0.03421738192212528,-0.03337144065374833
 Flow Packets/s,0.1412460000268393,-0.2021392381582499,-0.003011699038046683,-0.003112460355519729,-0.025491121771727944,-0.00228501073233603,-0.1041190297265562,-0.04835752215595966,-0.0826613949766598,-0.09136401720262619,-0.1958703862636552,-0.15028540826041895,-0.21266431774737424,-0.18507508066955053,0.17788536936532767,1.0,-0.1380495577679916,-0.17975568602236996,-0.18407143793808817,-0.018689217976606158,-0.2002638664432965,-0.14178055249604654,-0.17390059165623634,-0.18310753491528445,-0.03587610232114417,-0.1282991917553885,-0.08515453476860359,-0.10125297623934974,-0.10975855038436537,-0.03527839919469727,0.12069870084321542,,,,-0.0034905684017429253,-0.0038048421902481355,0.9948252974303675,0.13819793352655885,-0.11493788167082945,-0.19844312449026072,-0.214858586549798,-0.19987745161806375,-0.15484528985566637,-0.04133481280118882,0.12069870084321542,-0.005671306189120916,-0.1510835764988612,0.3047359795425101,-0.03766184656128198,,-0.0056834079996153,-0.25559367717020065,-0.21294734982385857,-0.08266139497665981,-0.21266431774737476,-0.0034905684017429253,,,,,,,-0.003011699038046683,-0.025491121771727937,-0.003112460355519729,-0.0022850268003866657,-0.10391949381182625,-0.04523976328699941,-0.00243244808966863,0.12253541608476312,-0.04062636299887252,-0.03098249909212658,-0.04588037627253296,-0.032207346606638605,-0.17904009959995026,-0.03261548780456043,-0.18066510105018285,-0.176198555623866
 Flow IAT Mean,-0.1349832606059278,0.6187060824017323,-0.0017561958461456027,-0.002112473129558437,0.00431912622660414,-0.0018052228715404457,0.11025644977668106,-0.08210885901711341,0.06355188260160395,0.12775203790697026,0.3898773709210558,-0.17526382868403692,0.3881807277504294,0.38711047088978756,-0.026146736462927717,-0.1380495577679916,1.0,0.6987940153783253,0.6730672750106425,0.6343477639280799,0.6187007292843343,0.9042646629692865,0.5309603965099259,0.6725512880458242,0.6931406930287753,0.32362909003189466,0.50785945230992,0.3013986013438017,0.4036627807503852,0.41303354358183536,0.002200185485313822,,,,-0.001172833871877543,-0.0016573788048822222,-0.13346954790004348,-0.05861807996573702,-0.13443892181245604,0.39521102012061254,0.37034769123153416,0.39625034183937935,0.3581920316218068,0.21954141402509111,0.002200185485313822,-0.003015627060874888,-0.0829876862610711,0.11916100641688787,-0.09547882839433058,,-0.00304391705219531,-0.09264137182600038,0.36577785028892157,0.06355188260160397,0.38818072775041806,-0.001172833871877543,,,,,,,-0.0017561958461456014,0.004319126226604141,-0.0021124731295584366,-0.0018050925873942237,-0.0555031797943359,-0.04521742671693369,-0.0023787060671740983,-0.019105458148249092,0.06710797705591603,0.011887955911681083,0.04320731910282858,0.07060574967267486,0.654455520852103,0.1285318235070824,0.6605643848740173,0.6442270634925987
 Flow IAT Std,-0.17122266346391493,0.8598531638121406,-0.0016572723237894091,-0.00211898881319548,0.015197384579946084,-0.0017448558556983913,0.20729261250995346,-0.14000584087460063,0.12373592882506346,0.23557353155232366,0.717965002739476,-0.2557172819470276,0.7277626730798931,0.7073148274645779,-0.03404553363732469,-0.17975568602236996,0.6987940153783253,1.0,0.9652225617360525,-0.03360506981476477,0.8602889954467594,0.8198325411210536,0.9075600246104982,0.9646856183053663,0.30917410816677354,0.43256798605433905,0.5194709986280174,0.49975746357697504,0.5722333397147489,0.32171200772856723,-0.04399248996236806,,,,-0.0006068560174963681,-0.0011684893856049236,-0.1737692244518115,-0.07631838896044359,-0.23478542392803928,0.7266361952000752,0.6959265126464329,0.7289641307614216,0.6440197170568867,0.3885576232521292,-0.04399248996236806,-0.0011762653585327158,-0.14909009953205424,0.16332727665667263,-0.15227435276360982,,-0.001219172721763094,-0.09398188304978233,0.6875354501972952,0.12373592882506347,0.7277626730798767,-0.0006068560174963681,,,,,,,-0.0016572723237894091,0.015197384579946084,-0.002118988813195481,-0.0017446303012878044,-0.1369937702254719,-0.0707782597415248,-0.002850545454101515,-0.08758432243899186,0.020463885740280224,0.0006868712361059292,0.003849938517136346,0.021276213449904994,0.9576592519805494,0.14347404290741622,0.9614947238036528,0.9469556059884421
 Flow IAT Max,-0.17431302057550999,0.8869321773074743,-0.000334449664698966,-0.0008066838670835137,0.02384698211972386,-0.0006700628330742009,0.22863124295678286,-0.15557945126947678,0.13332024960365774,0.25415786786221684,0.7763206175974321,-0.2823743664663553,0.7920052887455984,0.7599511045309324,-0.03486176823889813,-0.18407143793808817,0.6730672750106425,0.9652225617360525,1.0,0.06109447233457802,0.8875432376601364,0.724616417666467,0.9582540030959112,0.999466454172786,0.1660512484370057,0.4104023555964437,0.37703645256438245,0.5181637279888732,0.5505548046516532,0.15209547325663078,-0.07004607180214444,,,,0.0009676598597848816,0.0003670017778147279,-0.17793853768424703,-0.07814909184261647,-0.2619702095946373,0.7853314880378794,0.756335508961919,0.7848496012881566,0.6822670669582673,0.4036587410047395,-0.07004607180214444,0.0007703566252932431,-0.15447387032611956,0.1943097984053341,-0.15251665782149565,,0.0007220761688267278,-0.1169734736597456,0.7459152452590718,0.13332024960365774,0.792005288745591,0.0009676598597848816,,,,,,,-0.000334449664698967,0.02384698211972386,-0.0008066838670835137,-0.0006699894598941333,-0.13699766433489657,-0.08070075765055576,-0.0018918885447338162,-0.08558525780055627,0.02843368599587015,0.01356426242336655,0.011707730110209728,0.022466598738296522,0.9923349956196466,0.14991397710624516,0.9966967398965435,0.9812290582274029
 Flow IAT Min,-0.019954157764006462,0.04854901164151961,-0.0006058342040557704,-0.0006259537160253229,-0.00511743281911142,-0.00045916597819673096,-0.021592715364709063,0.0015510433617491911,-0.01658897558714134,-0.02183633464683392,-0.03839692998762449,-0.02785614647910247,-0.04159834073988212,-0.036321452601823845,-0.0035399293323688,-0.018689217976606158,0.6343477639280799,-0.03360506981476477,0.06109447233457802,1.0,0.04882704350908539,0.3076604799087796,-0.03308992953056471,0.06110568205634208,0.4090632376392505,-0.02497063691288746,-0.01611287709122425,-0.01984623557114398,-0.02131001248501758,-0.006238110713159552,0.0030374058777958564,,,,-0.0006795344772241036,-0.0007632326784737249,-0.018072575118692053,-0.007936455084644925,0.005459735575059441,-0.03917298341449195,-0.04270697189393735,-0.0402327913587763,-0.030697389208551355,-0.01898070573609186,0.0030374058777958564,-0.001113232530336196,-0.024439528032943404,0.06321561453885342,0.017136418028789905,,-0.0011156084025831037,-0.05513621356810178,-0.04243319464556092,-0.01658897558714134,-0.0415983407398823,-0.0006795344772241036,,,,,,,-0.0006058342040557704,-0.00511743281911142,-0.0006259537160253229,-0.0004591696085512987,0.014722380498907459,-0.011775496816427679,-0.0005094566794422577,0.04493004800733702,0.004666611317310097,-0.006065271039628639,-0.0009053191978496072,0.00830683599078714,0.050431821125468006,-0.0029016353504091657,0.04974774419863351,0.05074032428265391
Fwd IAT Total,-0.19531518198593853,0.9992682470364305,0.014585047359278451,0.013641760638201484,0.08128875461127484,0.011672225725017261,0.30223931980358537,-0.17222943209598313,0.14678256651317387,0.29145527703460483,0.6995982567784371,-0.3098543531900984,0.6960675321189981,0.6697738418816899,-0.037919765560879115,-0.2002638664432965,0.6187007292843343,0.8602889954467594,0.8875432376601364,0.04882704350908539,1.0,0.6595088402179015,0.8489458536761095,0.8883840796235829,0.13836720537850306,0.6522515081617448,0.3918604062851734,0.49796894595005536,0.5302737356451975,0.14290403424085202,-0.06683608562402482,,,,0.01662960278876711,0.01584193073071952,-0.1935799522366086,-0.08501495979947803,-0.2907280169281382,0.7124949618939731,0.6783107730587037,0.6994752537974918,0.5787459261338985,0.3280576025634561,-0.06683608562402482,-0.0014962439598846273,0.06088358942660899,0.09995259372388013,-0.1673824269700724,,-0.001543817523446688,-0.1463581871397875,0.6628367644514547,0.14678256651317387,0.6960675321190016,0.01662960278876711,,,,,,,0.014585047359278454,0.08128875461127484,0.013641760638201482,0.011671733512536607,0.0049477077310025605,-0.05399226161734621,0.011471611714060213,-0.0868349120902909,0.11976866133180931,0.15894930014608372,0.1843285574345626,0.06223785201326068,0.8759006820520382,0.18461749003420452,0.8859254956360145,0.8597592246402045
 Fwd IAT Mean,-0.14037038816434205,0.6583505890953469,-0.0018954030546772661,-0.0020257856540751205,0.00428376533374471,-0.001773267613384772,0.12062242697913153,-0.07579421143598032,0.07390369521466554,0.14099969469953985,0.4239592161556048,-0.16078391795321825,0.42191145926708123,0.4152634696624451,-0.026853600669234704,-0.14178055249604654,0.9042646629692865,0.8198325411210536,0.724616417666467,0.3076604799087796,0.6595088402179015,1.0,0.5835180292826735,0.7251485963117393,0.7631115157234748,0.4313952314101809,0.7186298621346239,0.37491965206299066,0.5446020353329987,0.6244835500648467,0.01374720750529786,,,,-0.0013857403023581425,-0.0014796717361529315,-0.13707520996287698,-0.06020317957692293,-0.12337201169673263,0.42927957838229475,0.41984871152856346,0.43414771160990884,0.3866368583482473,0.30474654215349745,0.01374720750529786,-0.0038674813720703453,-0.11320903412718435,0.065003616641637,-0.10976012604839423,,-0.003894899740454168,-0.014780674722639364,0.415744903076273,0.07390369521466555,0.42191145926706936,-0.0013857403023581425,,,,,,,-0.0018954030546772661,0.004283765333744707,-0.0020257856540751205,-0.0017731258458173814,-0.09845067403108061,-0.054271973321230266,-0.002415282668538115,-0.07610600786173508,0.018703185334290114,-0.0034448436305721847,0.006812690059760497,0.023129097310072344,0.7150498714947608,0.09485760716333967,0.7167432793552869,0.7079394814609384
 Fwd IAT Std,-0.16393210418155546,0.8474962993945256,-0.0014148083639646983,-0.0018111380024702565,0.017918038136417333,-0.0014367124343381858,0.22852680761387148,-0.16097205077319407,0.1340461110078679,0.26023052159059806,0.7881348043868915,-0.28447849109811457,0.7972925796647661,0.7720891986392453,-0.03293658746844431,-0.17390059165623634,0.5309603965099259,0.9075600246104982,0.9582540030959112,-0.03308992953056471,0.8489458536761095,0.5835180292826735,1.0,0.9587364138871273,-0.06345221049686023,0.40641600229916613,0.25388944230503585,0.583826436784659,0.5462648008002294,-0.03653658194990444,-0.08983517097754362,,,,-0.000310950123294148,-0.0007279314221399553,-0.16811249788318158,-0.07383455811117934,-0.2722574006257279,0.7974098680241642,0.7764066958741801,0.8032714249395134,0.7055121941292614,0.48086359023599334,-0.08983517097754362,-0.0012848243064821326,-0.1563951131999177,0.15770375439835177,-0.1471563249903821,,-0.0013262495092215675,-0.08732444205967413,0.767519326455528,0.13404611100786792,0.7972925796647498,-0.000310950123294148,,,,,,,-0.0014148083639646983,0.017918038136417336,-0.0018111380024702572,-0.0014364699342302644,-0.14435994975040153,-0.07138438537279178,-0.0026969975317998216,-0.11222353697204451,0.00383059626475514,-0.00627778396697601,-0.009742926090806266,0.005733785683926991,0.9554453130317957,0.13112635206225803,0.9578793251504191,0.9458589457492693
 Fwd IAT Max,-0.17375326545232717,0.8867733762163718,-0.00038679336531656294,-0.0008660762147375929,0.02344840715624153,-0.0007150607455617756,0.2272965622028994,-0.15497864332723763,0.13257732205586029,0.2527813773688489,0.7754602246462966,-0.28142064312173065,0.7910365588409173,0.7591950406858471,-0.034679534126619914,-0.18310753491528445,0.6725512880458242,0.9646856183053663,0.999466454172786,0.06110568205634208,0.8883840796235829,0.7251485963117393,0.9587364138871273,1.0,0.1662811523685555,0.40997036462991343,0.3764455396826439,0.5173639023867667,0.5495155049489827,0.1518271825474369,-0.06965888571423969,,,,0.0009065422198897208,0.00029935269369875666,-0.17700731496669422,-0.07774066572177459,-0.26095149149609614,0.7845161663322496,0.7551179376705924,0.7839956945847966,0.6820253319151968,0.40384898189206614,-0.06965888571423969,0.0003247182632868175,-0.1581360559026534,0.19573123647665325,-0.15197803863895284,,0.00027763131264185313,-0.11929069173825749,0.7447763146953169,0.13257732205586029,0.7910365588409083,0.0009065422198897208,,,,,,,-0.00038679336531656294,0.023448407156241535,-0.0008660762147375929,-0.0007149928801384968,-0.14040025136418238,-0.0816339426816325,-0.0019337500418916478,-0.085611358674492,0.027270167488372972,0.01371508232267454,0.011116346034187475,0.021086876133867064,0.9922792786886282,0.14959467471337073,0.9966100268919761,0.981197551186392
 Fwd IAT Min,-0.040362796743833605,0.13782088629545547,-0.0011617801229215593,-0.001021488935422747,-0.00876909135526474,-0.0008749332638363839,-0.033804851205237775,0.03440977863383753,-0.01223482960773554,-0.032568799972250484,-0.07044463190664965,0.027522225278199374,-0.07126032939925306,-0.06764419752667813,-0.006795432287933543,-0.03587610232114417,0.6931406930287753,0.30917410816677354,0.1660512484370057,0.4090632376392505,0.13836720537850306,0.7631115157234748,-0.06345221049686023,0.1662811523685555,1.0,0.1536788774921338,0.6590162067039174,-0.035440281011991086,0.21295697631168864,0.8018333358551281,0.08595010026536373,,,,-0.00134778353703267,-0.0012167201746192925,-0.03469187615646118,-0.01523676157825884,0.06408703220493825,-0.07152569499493905,-0.07129501710809139,-0.07254781468320318,-0.05871862786942184,-0.03804582510542485,0.08595010026536373,-0.002136837739712576,-0.05430303897833598,0.005513251605903276,-0.017494656596440363,,-0.0021409595050388788,0.030378828241832967,-0.06999094936159016,-0.012234829607735535,-0.0712603293992532,-0.00134778353703267,,,,,,,-0.0011617801229215584,-0.00876909135526474,-0.0010214889354227472,-0.0008749395955761276,-0.03320150760570474,-0.021805746171748012,-0.0008605843390469986,0.009807888236662479,-0.0030144480523919227,-0.011315345309203152,-0.009267016142013302,0.0019020412778558962,0.15858221100492992,-0.005979299288276275,0.1564521398511706,0.1593731950729952
Bwd IAT Total,-0.10252270140219207,0.654759684161861,0.019323788635739563,0.019175658787684634,0.112827421388495,0.015907889790851323,0.3194993933031922,-0.1011543668874328,0.20628483299875333,0.2926923347198869,0.2824942418237516,-0.18058059854929584,0.21605941837508066,0.2433624369441678,-0.024286569311657707,-0.1282991917553885,0.32362909003189466,0.43256798605433905,0.4104023555964437,-0.02497063691288746,0.6522515081617448,0.4313952314101809,0.40641600229916613,0.40997036462991343,0.1536788774921338,1.0,0.6126000390779329,0.7736377668423152,0.8257126192840708,0.2271710621852522,-0.011358012327255909,,,,0.0209490900019487,0.02132788145124319,-0.12404632712476775,-0.05447422865756724,-0.17033526771706892,0.3129408063593598,0.3037965752580031,0.299000683114637,0.21867243048605262,0.48026940897350656,-0.011358012327255909,-0.006355034592407824,0.23777782896148203,-0.27750692070072014,-0.10713851442833139,,-0.006374088811483186,0.07032256766239595,0.2913654782276111,0.2062848329987534,0.21605941837509565,0.0209490900019487,,,,,,,0.019323788635739556,0.112827421388495,0.01917565878768463,0.01590733140598588,0.13065536313355086,-0.011481908489488152,0.01713908871173281,-0.2072542004967955,0.10790222839470008,0.22357793020810587,0.219856118814108,0.022261490908375953,0.4041478265538295,0.10772127574298934,0.41262671343242385,0.3934444603664503
 Bwd IAT Mean,-0.0669828692941255,0.3927932655901379,-0.0009627295693901402,-0.00111498257389316,0.02130954772820097,-0.0013731900045386293,0.11749376478387157,-0.019486836276661385,0.11821907670341962,0.12706853184806458,0.1146234992938938,-0.04899248087888719,0.07907976506146229,0.10793030344116815,-0.016128490459599753,-0.08515453476860359,0.50785945230992,0.5194709986280174,0.37703645256438245,-0.01611287709122425,0.3918604062851734,0.7186298621346239,0.25388944230503585,0.3764455396826439,0.6590162067039174,0.6126000390779329,1.0,0.5034515751472443,0.7079426041881458,0.8480847926956449,0.07480946158661773,,,,-0.0007862594063797262,-0.0008333832629937094,-0.08233891150507339,-0.03616281976309392,-0.028209619565818612,0.13291378774546028,0.12416394849590139,0.1330413298697243,0.12069362818853607,0.2812526561592647,0.07480946158661773,-0.004697673302235959,0.021050355383704093,-0.1525226244913399,-0.07178436736842825,,-0.004709300293413123,0.07308164708347721,0.12179777352448333,0.11821907670341962,0.07907976506145827,-0.0007862594063797262,,,,,,,-0.000962729569390141,0.02130954772820097,-0.0011149825738931596,-0.001373135489043512,0.008650223034946973,-0.02647446520993493,-0.0008864262973083058,-0.11519359802799138,0.08609410412951245,0.1651558106309987,0.11058694470063062,0.008665208626471351,0.36555133329610073,0.11268478881616946,0.3779270773160158,0.35638910370290056
 Bwd IAT Std,-0.05827177948052212,0.49889969180805216,-0.0005831967716766494,-0.0005107237476074171,0.04338316125876182,-0.0008930778655964013,0.26420008161266917,-0.09009783362958457,0.23485378186177186,0.29112038536983514,0.37427498656817126,-0.1585572573225037,0.3122132556948941,0.35320942626844254,-0.019176765059795202,-0.10125297623934974,0.3013986013438017,0.49975746357697504,0.5181637279888732,-0.01984623557114398,0.49796894595005536,0.37491965206299066,0.583826436784659,0.5173639023867667,-0.035440281011991086,0.7736377668423152,0.5034515751472443,1.0,0.9377879240132558,-0.007909906629933565,-0.04751665951271382,,,,-0.00023905573769211324,0.00024366373186334068,-0.09790218788602491,-0.04299790567205769,-0.15188746760997565,0.40936147353225516,0.4001490242644862,0.41356814396104025,0.36371065509626693,0.6835770413953081,-0.04751665951271382,-0.005311983799786245,-0.005547844346616426,-0.22881435794814747,-0.0833634536307226,,-0.005326391059172767,0.10780619681193314,0.39475417957086933,0.23485378186177186,0.31221325569488845,-0.00023905573769211324,,,,,,,-0.0005831967716766486,0.04338316125876182,-0.0005107237476074175,-0.0008929427341232554,-0.023822528636827423,-0.04364788577756212,-0.0007570626155759918,-0.23332569515908674,0.042648208934564606,0.0777024710098661,0.05231686263961683,0.00703878512608551,0.5123684822297551,0.10945739252944282,0.5194684799839736,0.5038248710174547
 Bwd IAT Max,-0.07185865014708263,0.5313368696541829,0.000608611391387779,0.000869741887119869,0.046610432028597826,0.00011226958158307906,0.24643261613391268,-0.07912087112842472,0.21661023095368032,0.26643295394585703,0.3520705675342706,-0.14451016486862892,0.29537861497526,0.326525153291308,-0.020786510783553855,-0.10975855038436537,0.4036627807503852,0.5722333397147489,0.5505548046516532,-0.02131001248501758,0.5302737356451975,0.5446020353329987,0.5462648008002294,0.5495155049489827,0.21295697631168864,0.8257126192840708,0.7079426041881458,0.9377879240132558,1.0,0.2905010878479487,-0.008261074241979478,,,,0.0010693447655959368,0.0017631730966530682,-0.10612447261775175,-0.04660839012979786,-0.13205878540723842,0.3832062053256094,0.3836268911802784,0.38536011352794014,0.33043515763757875,0.6679500064853133,-0.008261074241979478,-0.005559899048362376,-0.013172158173579496,-0.23549744833215433,-0.09014988833092848,,-0.005575938339641741,0.1382162512782102,0.37747338518383244,0.2166102309536803,0.2953786149752617,0.0010693447655959368,,,,,,,0.000608611391387779,0.046610432028597826,0.0008697418871198696,0.00011245828137693397,-0.03363881815107901,-0.04479834074279646,0.00027488208093765144,-0.2429272231568439,0.05935696402842093,0.09157770629233833,0.06689981364707748,0.017932659656757104,0.5441362021124315,0.11666192079625681,0.5518214107596213,0.5350442337205882
